﻿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:3jEPu6FD1icy9cLllhB2XK","Omen - Radio Edit","Disclosure, Sam Smith","Omen (Radio Edit)","1","1","196817","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:5fn4xwEl6oJqLopQ2z6zEP","Another Love Song","Leona Lewis","Another Love Song","1","1","206684","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:57PjISfyOyDcvTPipz16nf","Love Me Again","John Newman","Love Me Again","1","1","240288","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:1XlRA078Zp2Q0IfWliK42q","Don't Worry","Madcon, Ray Dalton","Don't Worry","1","1","214789","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:2My44DjmOuTthQ240xk4KJ","Made for You","Alexander Cardinale","Made for You","1","1","201893","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:0PGwM5vdr5fMejx0IIAYXj","I Want You Back","The Jackson 5","20th Century Masters: The Millennium Collection: Best Of The Jackson 5","1","1","180893","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:3VcMtGme8ivp2cWKZ6ehqg","Mañana","Los 5","Mañana","1","1","208358","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:71esM3ktnPWD1eBTwrDqTa","Remember When (Push Rewind)","Chris Wallace","Push Rewind","1","1","197893","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:5cr5x6P4jXpDJE4KgkCdDY","Not My Day","Keith James","Not My Day","1","1","188403","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:6wR1c5Dv5PI3sXmC3ZwJPk","Stuck With Me","Timeflies","Stuck With Me","1","1","172120","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:4jQKu0iERXPNnpHwySUxhU","Ain't Got Far To Go","Jess Glynne","Ain't Got Far To Go","1","1","203498","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:1TwLKNsCnhi1HxbIi4bAW0","House Party","Sam Hunt","Montevallo","1","3","190240","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:5e0vgBWfwToyphURwynSXa","Run Away With Me","Carly Rae Jepsen","Emotion","1","1","251319","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:3Wh8OMeqg0vNUgT8kj6Z4T","In My Dreams - Power Walk Mix","Swedish Council, Matthews","In My Dreams","1","2","225150","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:1WxxO3NCuOgUtndyiHpZQf","Everybody Does - Original Mix","Natema","Prison 100","1","3","444011","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:5tXyNhNcsnn7HbcABntOSf","DJ Got Us Fallin' In Love","Usher, Pitbull","DJ Got Us Fallin' In Love","1","1","222160","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:1QLH6vXRH2DrLohuY3U3Vb","Only Love","Shaggy, Pitbull, Gene Noble","Only Love","1","1","270000","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:5mNV8Mz59bzyuQ53gTw0c0","Where the Party At","Jagged Edge, Nelly","Jagged Little Thrill","1","2","232573","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:46eu3SBuFCXWsPT39Yg3tJ","Don't Stop 'Til You Get Enough - Single Version","Michael Jackson","Off the Wall","1","1","365466","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:1YRjRHdl0aEtzHEn1uGi8k","What I Did For Love (feat. Emeli Sandé)","David Guetta, Emeli Sandé","Listen","1","2","207200","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:2WelLQYO7g6rn7tce4KhyJ","Muevelo (feat. Wisin)","Sofia Reyes, Wisin","Muevelo (feat. Wisin)","1","1","212204","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:5xvagygk66wKzm6ecuUp14","Never Sleep Alone (feat. Tess Comrie)","Kaskade, Tess Comrie","Never Sleep Alone (feat. Tess Comrie)","1","1","224133","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:1L8ywX9DcRYBcMTv5X1mF9","Don't Be So Hard On Yourself","Jess Glynne","Don't Be So Hard On Yourself","1","1","211460","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:6n7rJUcwmQDestMYXoSoZF","All Cried Out (feat. Alex Newell)","Blonde, Alex Newell","All Cried Out (feat. Alex Newell)","1","1","170716","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:6K8IU0XOy6XL22VNLDU6eb","Where The Sun Goes (feat. Stevie Wonder) - Future Extended Mix","Redfoo, Stevie Wonder","Where The Sun Goes (feat. Stevie Wonder) [Future Extended Mix]","1","1","286000","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:5upyds6jiihvpF24rhW3vK","All the Way (feat. Bebe Rexha)","Reykon, Bebe Rexha","All the Way (feat. Bebe Rexha)","1","1","209426","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:5yCjoOIu3m8MqLPXdsmwPK","King","GRADES","King","1","1","187867","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:5dsZWTrGlG2OWrWrtHGzJn","Don't Worry (with Ray Dalton) - Radio Edit","Madcon, Ray Dalton","Don't Worry (feat. Ray Dalton) [Radio Verison]","1","1","214789","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:6nRwc5GgNvBMkKaynhQzrm","What Do You Mean?","Justin Bieber","What Do You Mean?","1","1","207546","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:60cxstE8pABTrgaEs0jCBI","Seventeen","Alessia Cara","Four Pink Walls","1","1","212933","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:69keRsiDtpRpOZdYUkYISh","Hair","Little Mix","Hair","1","1","208253","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:1pWcwCBnN5dVSXvosxoGj3","Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)","Macklemore & Ryan Lewis, Kool Moe Dee, Eric Nally, Grandmaster Melle Mel, Grandmaster Caz","Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)","1","1","292639","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:7mQfV667o7mhBwN6DtgPFH","Gave Me Something","Jess Glynne","Gave Me Something","1","1","207145","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:0PrBKqS7ToQlTSZybrJKeT","Irregular Love","Sonny Alven, Corey Fox-Fardell","Irregular Love","1","1","212053","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:7vqUr6K2Js9Paq4kdNSOm6","Here for You","Kygo, Ella Henderson","Here for You","1","1","244510","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:56aCb6AMKCMMs54BuER2Yr","Call","Francesco Yates","Francesco Yates","1","4","241880","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:2wZFAsXLnIdo7fba55EQq1","Book Of Love","Felix Jaehn, Polina","Book Of Love","1","1","198438","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:1DRbYDXcxIl1oHP0wPHi96","Miami 82 - Kygo Remix","Syn Cole, Miss Buttons, Kygo","Miami 82 (Remixes)","1","1","341946","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:2QTp2o96FG61yVAxZTHqSV","Casanova","Palm Trees","Casanova","1","1","219787","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:3ciyZYofjiqmMUElM5qgGB","The Party (This Is How We Do It)","Joe Stone, Montell Jordan","The Party (This Is How We Do It)","1","1","185807","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:5MMp4HNtX6T2xT9w6Xmaxn","Easy Love","Sigala","Easy Love","1","2","227709","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:3sFCrYlKCEnrTRfXEafPai","Heaven","Alex Adair","Heaven","1","1","177320","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:4QWTC4uFOUUgt0KL745RfK","You & I - Radio Mix","Sons Of Maria","You & I","1","2","203697","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:73JYmIV6UitbrIDyGb2lWf","You Make Me Feel Better","1 Purple Summer","You Make Me Feel Better","1","1","232751","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:0OfZ9imMwFU03zc2wl8pBt","How Hard I Try","filous, James Hersey","Dawn EP","1","2","198000","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:3V5zp6xKr05pCUK0iQ247m","Gibberish (feat. Hoodie Allen)","MAX, Hoodie Allen","Gibberish (feat. Hoodie Allen)","1","1","203609","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:37jalmkAdkohJQj98FGU7r","Powerful","Major Lazer, Ellie Goulding, Tarrus Riley","Powerful (Remixes)","1","1","206920","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:2wA4C7X7O9hMjuemyHwLgd","On My Mind","Ellie Goulding","On My Mind","1","1","213445","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:3FG6whtXzLcTXI5BBBNzDV","Lay By Me","firekid","Lay By Me","1","1","192466","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:37wqQhWWOkv7PMq17XNW8B","We All Fall Down (feat. Jamie Lidell)","A-Trak, Jamie Lidell","We All Fall Down (feat. Jamie Lidell)","1","1","221034","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:5yZvaUVyuXfSVUaMumFi6l","Runnin' (Lose It All)","Naughty Boy, Beyoncé, Arrow Benjamin","Runnin' (Lose It All)","1","1","213019","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:2rmtOVejDQCZJspL00LrtX","Make Up","R. City, Chloe Angelides","Make Up","1","1","206706","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:12MqM3S0fTvR6X4Jt1Xvn6","Until You Were Gone","The Chainsmokers, Tritonal, Emily Warren","Until You Were Gone","1","1","215624","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:0szRTnMeRkpiYprT4HvDFb","Can't Sleep Love","Pentatonix, Tink","Can't Sleep Love (Can't Sleep Love feat. Tink)","1","1","213786","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:2CwpR24w47Gusfmv42SKdF","Nobody To Love","Alex Newell","Nobody To Love","1","1","204321","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:6Sr8JkH7XRVk7Dnar9Xsr5","Easy Love","Sigala","Easy Love","1","1","227709","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:7jv4Mb21bdd9SDVOm9Fm9l","Same Old Love","Selena Gomez","Same Old Love","1","1","229013","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:6gxzLJu6qwrQeNj0izywxr","Model","Before You Exit","Model","1","1","218056","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:0sQLhT32E9ZG2zn5iYR6nN","Locked Away","R. City, Adam Levine","Locked Away","1","1","227280","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:7rVrQF43tH4mI0542hijUC","Levels","Nick Jonas","Levels","1","1","167706","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:0xCmwofyCiXdhoBsMSNj2w","Love Myself","Hailee Steinfeld","Love Myself","1","1","218773","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:12VPYOEM6y4uobCmEwAFK8","Good To Be Alive (Hallelujah)","Andy Grammer","Good To Be Alive (Hallelujah)","1","1","189098","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:57TMYpvEHheoTxf9Wdg3sh","Woman's World","Cher","Closer To The Truth (Deluxe Version)","1","1","221893","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:144JMbvbR5txNzoZ112wo4","Strong Enough","Cher","Believe","1","5","224000","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:2goLsvvODILDzeeiT4dAoR","Believe","Cher","Believe","1","1","239026","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:60hmtJmGbsAEXC0KCKMlN3","Lay It All On Me (feat. Ed Sheeran)","Rudimental, Ed Sheeran","Lay It All On Me (feat. Ed Sheeran)","1","1","242440","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:7vRyfQBq3W3tGQfXfN7MKR","Good Intentions","Disclosure, Miguel","Caracal","1","8","282124","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:05cXQMJcrM9msUYu11mOrs","Alive","Sia","Alive","1","1","263893","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:0aHOXu219Z4MqEKwiKsddl","Show Me Love","Robin Schulz, Richard Judge","SUGAR","1","5","255959","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:7Eq0cYw3AamKRk0pu9q5GY","Where Are Ü Now","Pentatonix","Where Are Ü Now","1","1","171240","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:5LeKQGydjyalQSpZ4NszNv","Nocturnal","Disclosure, The Weeknd","Caracal","1","1","404511","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:1rdkndWt5ITHhnpH1YKYaC","Bad","Lost Kings, Jessame","Bad","1","1","198846","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:17buItCAF63E5XbCmshCmD","Tired of Talking","LÉON","Tired of Talking","1","1","197000","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:7zlF2G7QFPdj9lmmGNVuNq","Infinity","One Direction","Infinity","1","1","249493","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:2YlZnw2ikdb837oKMKjBkW","Like I'm Gonna Lose You","Meghan Trainor, John Legend","Title (Deluxe)","1","6","225053","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:6UHn5UWGlvbbmUfczWSmDX","Wildest Dreams","Taolo","Wildest Dreams (Taylor Swift Covers)","1","1","231845","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:7lBZ4c3Rn3jaCYUmPe1ygv","Play with Me - Radio Mix","Platinum Doug","Play with Me","1","4","175838","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:20nUYE2mj6TGWK6MAoHaZR","Kiss Me","Rebel, Sophie Simmons","Kiss Me","1","1","171560","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:1Wcw6FdJVhuAWI39mVAXfS","Automatic","ZHU, AlunaGeorge","Automatic","1","1","230720","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:20gHW52FjbgfhmxU1HzUWE","Me & The Rhythm","Selena Gomez","Me & The Rhythm","1","1","213426","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:4TCYm3XaVqfyfavPhG7sZX","These are the Days - Luca Schreiner Remix","OMI","These are the Days (Luca Schreiner Remix)","1","1","188213","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:260jSxvzkFt71ksvkcy2ke","Broken Arrows","Avicii","Stories","1","6","232760","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:4YXJZWRPQbrlA84IrQ7p07","Melt","Duke Dumont","Blasé Boys Club (Pt. 1)","1","3","277093","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:5N81AGcPwThTM99QVogoVK","She Used To Be Mine","Sara Bareilles","She Used To Be Mine","1","1","250260","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:5IZg7Ngm3CTOj9l00YSrt9","Talk To Myself","Avicii","Stories","1","2","235800","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:2JvJVg3ad7qto5pTH5iOJt","Good When We're Together - Radio Edit","Kav Verhouzer, Cooperated Souls","Good When We're Together (Radio Edit)","1","1","181134","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:3ZWWwRoQR2gvFg4qg20X1e","The Great Forever","Janet Jackson","Unbreakable","1","4","258326","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:28r9sD2b6FluK7YHjTJ0fl","Break a Sweat","Becky G","Break a Sweat","1","1","208240","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:4kte3OcW800TPvOVgrLLj8","Let Me Love You (Until You Learn To Love Yourself)","Ne-Yo","R.E.D. (Deluxe Edition)","1","3","251626","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:4gyRjB6sfjvmJLMv3V21M3","Broke (feat. Stevie Wonder & Keith Urban)","Jason Derulo, Stevie Wonder, Keith Urban","Everything Is 4","1","7","186093","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:0idc0XRnLRovVqpWnGQ6hC","My Love","Route 94, Jess Glynne","My Love","1","1","262000","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:2b1lMbqc69Q4kZI985Pgt2","Fight For You","Jason Derulo","Future History","1","6","242173","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:4m5n2dnmOyaMJhrivbJWRt","Right Here","Jess Glynne","Right Here","1","1","220548","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:3fmv1CYKMru9JY6c33frlU","Back It Up","Prince Royce, Pitbull","Back It Up","1","1","200935","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:1iuSdhY8eRs3Nx1phaQy6J","Hold Up, Wait a Minute","ZHU, Bone Thugs-N-Harmony, Trombone Shorty","Hold Up, Wait a Minute","1","1","248573","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:0yaEc9gKZ9G3Dao1JPMUnd","Oh Cecilia (Breaking My Heart)","The Vamps, Shawn Mendes","Meet The Vamps","1","4","195560","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:79qQPd1h0Lk4O0qLBvCuy0","Wake Up","The Vamps","Wake Up","1","1","192906","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:7EVqRaBDwVWXQiJcMGgU0C","Kiss Me","Olly Murs","Kiss Me","1","1","198093","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:6WLS56xiRrXjSm9RSdL3zD","Never Forget You","Zara Larsson, MNEK","Never Forget You","1","1","213427","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:2VP6E3tkWSbD2uHBioBDLp","Paint It, Black","Ciara","Paint It, Black","1","1","234146","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:19Qduas1mZwiAr4yUuBZXC","Checking For You","R. City","What Dreams Are Made Of","1","3","214120","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:5cbFL908D0KGT0uD8aSCMA","Hands To Myself","Selena Gomez","Revival","1","3","200680","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:3Nbcx1svCSzmyYG2I81YCZ","Up","Olly Murs, Demi Lovato","Never Been Better (Deluxe)","1","4","224293","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:71qNRlNDnPahvATE7Zl4Nw","Never Seen Anything "Quite Like You"","The Script","No Sound Without Silence","1","8","202586","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:2dmOWlEHrP266Qgz6wnUrd","Take It Back","Ed Sheeran","x (Deluxe Edition)","1","13","208400","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:50e4kTyLSQM0J1J7vnlxiB","Your Song - Live At Amoeba Music","Ellie Goulding","Live At Amoeba Music","1","5","208360","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:6t1F0FTlVHAw6kEe164SsL","Something I Need","OneRepublic","Native","1","11","240080","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:4wkQmYpAaMe41Rc3sYZ7Vz","Let's Go","Calvin Harris, Ne-Yo","18 Months","1","13","232800","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:6UO755OcSvOPVVZOaJVH7v","Sun Goes Down (feat. Jasmine Thompson) - Radio Mix","Robin Schulz, Jasmine Thompson","Prayer","1","2","179960","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:2pV8RpdLemcyMWko8dASVt","Like I'm Gonna Lose You","Jasmine Thompson","Like I'm Gonna Lose You","1","1","232338","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:0buq1nzZlWLzdW3TnG6jK2","Do It Now","Jasmine Thompson","Do It Now","1","1","245102","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:3ACnarSkTKiOTj4rsnFkgf","Sorry","Justin Bieber","Sorry","1","1","200786","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:3A2XKObGNiNjSZlQVv8Tq0","Sitcom","Coleman Hell","Coleman Hell - EP","1","1","177253","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:347kBiR8vuCDICpW1TnjFk","You","Lost Kings, Katelyn Tarver","The Bad EP","1","3","213780","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:7kD0Y5jtaX8zIsYHyxRNKW","Lost And Found","Ellie Goulding","Lost And Found","1","1","216877","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:1cdzfFjEbUbgTm5nv3FgXR","Focus","Ariana Grande","Focus","1","1","211360","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:1TNACNvhOjF24VegRqRNwd","Wild Things","Alessia Cara","Wild Things","1","1","188520","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:6WhzFzROw3aq3rPWjgYlxr","Gold","Kiiara","Gold","1","1","225882","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:7fDHYNpNfSJ7h0jDX440Y5","Heading Up High","Armin van Buuren, Kensington","Embrace","1","6","232853","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:7EsLqnaXUSJnwxB252N0rR","End of the World","A Great Big World","End of the World","1","1","213160","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:4TfyCqWHzhmj6ZRQXXo7U1","On My Way","Cardiknox","On My Way","1","1","245451","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:1ckLoBQ2fEtbzvJuaOC7Uc","I'll Show You","Justin Bieber","I'll Show You","1","1","199973","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:160hN2OsDXnmgExwtG7cvD","Hollow","Tori Kelly, Big Sean","Hollow","1","1","210606","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:0JTJKWSfzJ75Imk6IYtyNh","Stolen Moments","The Vamps","Stolen Moments","1","1","249629","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:1Ehv7VYICZDF2EAvqfDPsa","All My Love (feat. Ariana Grande & Machel Montano) - Remix","Major Lazer, Ariana Grande, Machel Montano","Peace Is The Mission","1","9","229750","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:1AguHaKOuggrVTebp7cZEI","Stereo Love - Radio Edit","Edward Maya, Vika Jigulina","Stereo Love","1","1","184573","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:0ra3LcYxZ0DN1dlK22tTYm","Sweet Little Something","Forever in Your Mind","Sweet Little Something","1","1","212562","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:4iNEdsa4q1iLWG8S1bu1nI","Share The World","SPZRKT","Bonfire","1","1","221578","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:69XcvSymPaTke2Qb6f3W6P","Loving You Easy","Zac Brown Band","JEKYLL + HYDE","1","2","155653","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:6XS8t28Zl7a9LiZacsRdNK","We Own The Night","The Wanted","Word Of Mouth (Deluxe)","1","1","206161","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:7E390nZTMqEbrNC1TmHd42","The Feeling","Justin Bieber, Halsey","Purpose (Deluxe)","1","9","244906","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:2POFw7ZpcSLjnVpjiujlTq","Love You Right (feat. Nico & Vinz)","Matoma, Nico & Vinz","Love You Right (feat. Nico & Vinz)","1","1","179000","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:78GykAuZzZEZz3qdHdOdZZ","You're Such A","Hailee Steinfeld","HAIZ","1","2","216333","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:3grxgV6Ot8KqtysApjYLs1","Sorry - Latino Remix","Justin Bieber, J Balvin","Sorry (Latino Remix)","1","1","219986","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:4vEWoLU4sXSjdIJGTKKbWB","Back To Sleep","Chris Brown","Back To Sleep","1","1","201647","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:50kpGaPAhYJ3sGmk6vplg0","Love Yourself","Justin Bieber","Purpose (Deluxe)","1","5","233720","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:2SnNaoNhMjC1WRMTWD8qTX","Mark My Words","Justin Bieber","Purpose (Deluxe)","1","1","134346","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:61uyGDPJ06MkxJtHgPmuyO","Company","Justin Bieber","Purpose (Deluxe)","1","6","208120","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:4yWCzA44dQyp0SoeM81bUb","Life Is Worth Living","Justin Bieber","Purpose (Deluxe)","1","10","234786","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:0n8ob8S72lvznoVfiwz4qL","Where Are Ü Now","Skrillex, Diplo, Justin Bieber","Purpose (Deluxe)","1","11","242520","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:6gcA4zzG6FnMEgPSDKbAMs","Been You","Justin Bieber","Purpose (Deluxe)","1","14","199226","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:2V3VjHLVEOdW33N4ckwEhq","I'm Yours","Alessia Cara","Know-It-All (Deluxe)","1","4","228680","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:2ZyuwVvV6Z3XJaXIFbspeE","Wild Things","Alessia Cara","Know-It-All (Deluxe)","1","6","188493","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:2POFw7ZpcSLjnVpjiujlTq","Love You Right (feat. Nico & Vinz)","Matoma, Nico & Vinz","Love You Right (feat. Nico & Vinz)","1","1","179000","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:1fviEsiaU55IDr01HTbi1R","Follow You","Cheat Codes","Follow You","1","1","179182","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:3DnzEB8Ffnp5sjnCbOugUX","Perfect","One Direction","Perfect","1","1","230333","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:6N5xh0tYYLTQRiCCaNbAUt","Infinity","One Direction","Made In The A.M. (Deluxe Edition)","1","4","249480","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:2xSExwwFXzukzOdR6iVYMk","Boys Like You","Who Is Fancy, Meghan Trainor, Ariana Grande","Boys Like You","1","1","194533","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:1PFMLhNv7VgqPsREJn6WI7","Numbers","DiRTY RADiO","Numbers","1","1","215030","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:51frTvITssOkXvJM7iwn26","Bang My Head (feat. Sia & Fetty Wap)","David Guetta, Fetty Wap, Sia","Listen Again","2","1","193333","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:63Kd1PdGiJk3RYgZAenL80","Fine By Me","Chris Brown","Fine By Me","1","1","207693","spotify:user:122199385","2018-04-13T15:53:13Z"
